sentence,up_votes,down_votes,age,gender,accent,locale,segment,sentence_len,is_asian,us_eu,filename,transcript,confidence
"There is a wedding chapel in the rear, and gardens nearby.",2,0,twenties,male,philippines,en,,11,True,False,common_voice_en_20040393.mp3,there's the wedding chapel in the rear and Gardens nearby,0.8357582092285156
"As I watched, the planet seemed to grow larger and smaller.",2,0,twenties,female,philippines,en,,11,True,False,common_voice_en_123995.mp3,are they watch the planets IMA girl larger and smaller,0.8040614128112793
"It's true; life really is generous to those who pursue their destiny, the boy thought.",2,1,twenties,male,philippines,en,,15,True,False,common_voice_en_116219.mp3,it's true my feelings generous to those who pursue their destiny,0.9030360579490662
"In a polar coordinate system, the origin may also be called the pole.",2,0,twenties,male,philippines,en,,13,True,False,common_voice_en_19966712.mp3,any polar coordinate system the origin may also be called the pole,0.9528563618659973
"Located on the border with Russia, it is major land port of entry.",2,0,twenties,male,philippines,en,,13,True,False,common_voice_en_21106611.mp3,located on the border with Russia and its major land for the pantry,0.8362414836883545
"He kept driving at full speed, totally unfazed by the flap, flap, flap of the burst tyre.",2,0,thirties,male,philippines,en,,17,True,False,common_voice_en_17528595.mp3,he kept driving at full speed. Only I can face by the flap flap top of the first fire,0.8595972657203674
Articles of incorporation were filed and the name Pittsburgh Filmmakers was adopted.,2,0,twenties,male,philippines,en,,12,True,False,common_voice_en_21015742.mp3,Articles of Incorporation were filed in the name Pittsburgh filmmakers was adopted,0.9430540204048157
"Marc, would you please give me the fly swatter?",2,1,twenties,female,philippines,en,,9,True,False,common_voice_en_17453358.mp3,mark would you please give me the flyswatter,0.9183807969093323
A carpet sweeper typically consists of a small box.,2,0,teens,male,philippines,en,,9,True,False,common_voice_en_22264884.mp3,a carpet sweeper typically consists of a small box,0.8766636848449707
He was considered a pioneer mover of Maranao literature.,2,0,twenties,male,philippines,en,,9,True,False,common_voice_en_21013883.mp3,what's considered the Pioneer mover of modern literature,0.764578640460968
Faster synchronous modes are used more frequently.,2,1,twenties,male,philippines,en,,7,True,False,common_voice_en_21012343.mp3,after she post more frequently,0.646260142326355
The cost of these works was met by heavy taxation that caused much suffering.,2,0,twenties,male,philippines,en,,14,True,False,common_voice_en_21250875.mp3,the cost of these Works was met by heavy taxation that cost much suffering,0.7975626587867737
The historical heritage of this province is rich and varied.,2,0,thirties,female,philippines,en,,10,True,False,common_voice_en_19684144.mp3,the historical Heritage of this province is Rich and varied,0.9714177250862122
I'm here for the placement interview.,2,0,twenties,male,philippines,en,,6,True,False,common_voice_en_18607244.mp3,I'm here for the placement interview,0.9770485758781433
"In Ecuador, a variant known as yahuarlocro is popular.",2,0,twenties,other,philippines,en,,9,True,False,common_voice_en_21949200.mp3,in Ecuador a variant known as y'all are local is popular,0.9055723547935486
All is not gold that glitters.,2,0,thirties,male,philippines,en,,6,True,False,common_voice_en_17147890.mp3,All Is Not Gold That Glitters,0.9823012351989746
They also produce a selection of outdoor specific accessories and footwear.,2,0,twenties,male,philippines,en,,11,True,False,common_voice_en_19055596.mp3,they also produce a selection of out there specific accessories and Footwear,0.9127135276794434
"The work may be reconstructed from later chronographists of the Byzantine, especially George Syncellus.",2,0,teens,male,philippines,en,,14,True,False,common_voice_en_22224013.mp3,the work may be reconstructed from later cornography softer visentin especially enjoyed themselves,0.8624638915061951
May I borrow your bolster?,2,0,twenties,male,philippines,en,,5,True,False,common_voice_en_17404287.mp3,may I borrow your bolster,0.7704820036888123
Why is the question of priority important?,2,0,twenties,male,philippines,en,,7,True,False,common_voice_en_19843808.mp3,why is the question of priority important,0.8874598741531372
A Scottish tour is being set for the end of April.,2,0,seventies,male,philippines,en,,11,True,False,common_voice_en_18829181.mp3,a Scottish tour is being set for the end of April,0.9414374828338623
He decided to stay right there and await his return.,2,1,twenties,male,philippines,en,,10,True,False,common_voice_en_131673.mp3,he decided to stay right there anyway kiss return,0.782633364200592
Paul Burgess and Flos Headford were founder-members of the Mellstock Band.,2,0,thirties,male,philippines,en,,11,True,False,common_voice_en_18674041.mp3,Hallberg has been floss headford where founder members of the Melt stuff band,0.7977883219718933
They join the ulnar veins to form the brachial veins.,2,0,twenties,other,philippines,en,,10,True,False,common_voice_en_21949254.mp3,they join the old veins the from the brachial veins,0.8257664442062378
"It is located in the Upper Palatinate, roughly halfway between Regensburg and Bayreuth.",2,1,twenties,male,philippines,en,,13,True,False,common_voice_en_19848121.mp3,is located and the Opera palatinate roughly halfway between Regensburg and Barrows,0.8798797726631165
Let's have a look at the standard deviation.,3,2,twenties,male,philippines,en,,8,True,False,common_voice_en_13479.mp3,let's have a look at the standard deviation,0.9361776113510132
They felt that the salesman had lied to them.,2,0,twenties,male,philippines,en,,9,True,False,common_voice_en_18012412.mp3,they felt that the salesman had lied to them,0.9432081580162048
"They live in Sparta Township, New Jersey, on the eastern shore of Lake Mohawk.",2,0,teens,male,philippines,en,,14,True,False,common_voice_en_22248870.mp3,Stanley's in Sparta New Jersey,0.6872414350509644
Both imply a customer lifetime of four years.,2,0,twenties,male,philippines,en,,8,True,False,common_voice_en_19055627.mp3,both entire customer lifetime of War years,0.7834113836288452
It is therefore difficult to state the exact classification.,2,0,twenties,male,philippines,en,,9,True,False,common_voice_en_21012410.mp3,it is therefore difficult to accept the situation,0.8588191270828247
"If olivine is present, the rock may be classified as an olivine nephelinite.",2,0,twenties,male,philippines,en,,13,True,False,common_voice_en_23610646.mp3,is Olivine is present the rock may be classified as an Olivine NFL tonight,0.8895397782325745
The second featured the Arthur Baker Dance Mix as the B-side.,3,0,twenties,male,philippines,en,,11,True,False,common_voice_en_21216734.mp3,the second featured Arthur Baker dance mixes the B-side,0.7737985849380493
"However, Joseph Smith insisted that his own younger brother, William, be selected instead.",2,0,twenties,male,philippines,en,,13,True,False,common_voice_en_19055612.mp3,however Joseph Smith insisted that his own younger brother William be selected instead,0.8976789116859436
"Without access to the grazing and timbering lands, many residents sought work outside Mora.",2,0,teens,male,philippines,en,,14,True,False,common_voice_en_18714927.mp3,without access to the grazing and Timberlands many residents artwork outside more,0.9101408123970032
"In the United Kingdom, generic drug pricing is controlled by the government's reimbursement rate.",2,0,twenties,male,philippines,en,,14,True,False,common_voice_en_20057197.mp3,in the United Kingdom generic drug pricing is controlled by the government's reimbursement babe,0.9230514764785767
That's why I keep losing.,3,0,twenties,female,philippines,en,,5,True,False,common_voice_en_15708.mp3,that's why I keep losing,0.9722606539726257
"Like Sammy, he also observes the girls in the store with interest.",2,0,teens,male,philippines,en,,12,True,False,common_voice_en_18841315.mp3,text Sammy he also observed the girls in the store with interest,0.8881502747535706
Do the roses compete in athletic events?,2,0,thirties,male,philippines,en,,7,True,False,common_voice_en_17147861.mp3,do the Roses compete in the Atlantic prevent,0.9293290972709656
"The name became associated with the district of Carrick, Scotland.",2,0,teens,male,philippines,en,,10,True,False,common_voice_en_18715033.mp3,remain became associated with the District of Scotland,0.9083570837974548
The third domain contains the active site.,2,1,twenties,female,philippines,en,,7,True,False,common_voice_en_18730133.mp3,,0.0
"On windy days, they are further from shore.",2,1,teens,male,philippines,en,,8,True,False,common_voice_en_22322189.mp3,I'm leaving the days they are farther from Shore,0.7794609069824219
"Due to the lack of a bug bounty program, Johanna decided to sell her exploit on the black market.",2,0,fourties,male,philippines,en,,19,True,False,common_voice_en_17281026.mp3,due to the lack of a bug Bounty program Johanna decided to sell her export on the black market,0.9467030763626099
"Jack, at the last second, rolls out, while she plummets to her death.",2,0,twenties,male,philippines,en,,13,True,False,common_voice_en_20040322.mp3,back at the last second rolls out while she playing stupid death,0.8394667506217957
The rivers are said to flow only about once per century.,2,0,seventies,male,philippines,en,,11,True,False,common_voice_en_18829184.mp3,the rivers are said to flow only about once per century,0.8961202502250671
It contains a variety of wildfowl and reedbeds.,2,0,teens,male,philippines,en,,8,True,False,common_voice_en_22265017.mp3,it contains a variety of fall fall and read that,0.842911422252655
"She looked skeptical when leaning against the wall, observing the celebrities.",2,0,thirties,male,philippines,en,,11,True,False,common_voice_en_17776178.mp3,she looks skeptical when leaning against the wall of serving the celebrities,0.9223172664642334
His many criminal skills are a valuable asset to the Black Bat.,2,0,twenties,male,philippines,en,,12,True,False,common_voice_en_20040066.mp3,as many criminals skills are a valuable asset to the black bat,0.8587665557861328
"I had been born with no organic, chemical predisposition toward alcohol.",2,0,teens,male,philippines,en,,11,True,False,common_voice_en_18336236.mp3,born with no organic,0.8800070285797119
Do as you would be done by.,2,0,twenties,male,philippines,en,,7,True,False,common_voice_en_18012410.mp3,do as you would be done by,0.9739421010017395
All three siblings would eventually follow their father into acting careers.,2,0,twenties,other,philippines,en,,11,True,False,common_voice_en_21949143.mp3,all free siblings would eventually follow their father into acting careers,0.880454957485199
Sibiryakov contributed significantly to Siberia's economic development.,2,0,twenties,other,philippines,en,,7,True,False,common_voice_en_21949406.mp3,cuticles contributed significantly to Siberia,0.7052731513977051
It is still available as a free download on some music sites.,2,0,twenties,female,philippines,en,,12,True,False,common_voice_en_23392791.mp3,it is still available as a free download and some music sites,0.9673420786857605
They may also have a mask.,2,1,twenties,male,philippines,en,,6,True,False,common_voice_en_20114575.mp3,and he also has a mask,0.8904954791069031
Such an injury requires surgical correction.,2,0,thirties,male,philippines,en,,6,True,False,common_voice_en_19739328.mp3,such an injury require surgical correction,0.9519615173339844
Its county seat is Hugo.,2,0,teens,male,singapore,en,,5,True,False,common_voice_en_20858481.mp3,its county seat is Hugo,0.7957773804664612
"The storm destroyed almost all structures on Assateague Island, where development was just beginning.",2,0,twenties,male,singapore,en,,14,True,False,common_voice_en_18785368.mp3,the stone structures on Assateague Island development was just beginning,0.8552247285842896
The parser makes it easier for the game's author to react on input.,2,0,teens,male,singapore,en,,13,True,False,common_voice_en_20860126.mp3,the pasta makes it easier for the Games author the reactant input,0.7977926135063171
"These, along with the Sahtaneh and Muskwa Rivers constitute the major tributaries.",2,0,thirties,male,singapore,en,,12,True,False,common_voice_en_18792712.mp3,along with the Saturday in Moscow reverse constitute the major tributaries,0.8203518390655518
"His mother's name was ""Itália"", which means ""Italy"" in Portuguese.",2,1,twenties,male,singapore,en,,10,True,False,common_voice_en_18722176.mp3,Italia Ricci,0.47133296728134155
She composed an emotional song in her bedroom.,3,0,teens,male,singapore,en,,8,True,False,common_voice_en_114760.mp3,she composed an emotional song in her bedroom,0.9532991647720337
He studied Medicine in the University of Lisbon.,2,0,twenties,male,singapore,en,,8,True,False,common_voice_en_18785271.mp3,,0.0
"Songwriting credit for ""No Woman, No Cry"" went to ""V. Ford"".",2,1,teens,male,singapore,en,,11,True,False,common_voice_en_21275229.mp3,song writing credits for No Woman No Cry when to be Ford,0.8157289624214172
Blakelock's works were exhibited in the National Academy of Design.,2,0,teens,male,singapore,en,,10,True,False,common_voice_en_21117652.mp3,Big Lots work by accident in the National Academy of Design,0.9031763672828674
See Higher education in Hong Kong.,2,1,twenties,male,singapore,en,,6,True,False,common_voice_en_20674614.mp3,see higher education Hong Kong,0.8071654438972473
The salt mines were of major economic importance and led to some disputes.,2,0,teens,male,singapore,en,,13,True,False,common_voice_en_20866796.mp3,this aligns with me Jake Owens,0.8967375159263611
Marianne Lamont Horinko was an Assistant Administrator at the time.,2,0,teens,male,singapore,en,,10,True,False,common_voice_en_20876372.mp3,Mary Ann Lamar Ringo was an assistant administrator of the time,0.7931812405586243
She becomes pregnant and bears him a daughter.,2,0,teens,male,singapore,en,,8,True,False,common_voice_en_21783507.mp3,she becomes pregnant dancing my daughter,0.7160377502441406
"They moved to Ohio, becoming the Cleveland Crusaders.",2,1,teens,male,singapore,en,,8,True,False,common_voice_en_20876218.mp3,they move to Ohio becoming the Cleveland Crusaders,0.9429360032081604
"During their half-century of exile, however, the last great flowing of Anatolian Hellenism began.",2,0,teens,male,singapore,en,,14,True,False,common_voice_en_20858357.mp3,during a half-century of Exile Oliver the last great flowing of Anatolian Hellenism to get,0.8044320344924927
"There was an accident at work, a camel stampede nearly killed the janitor.",2,1,twenties,male,singapore,en,,13,True,False,common_voice_en_17345215.mp3,"there was an accident at work, send piece nearly killed the janitor",0.855907678604126
Factional fighting continued in the south.,2,0,teens,male,singapore,en,,6,True,False,common_voice_en_20876584.mp3,factional fighting continuing this song,0.7384808659553528
Even then he hardly understood what this meant.,13,1,twenties,female,singapore,en,,8,True,False,common_voice_en_13532.mp3,what's this man,0.636762797832489
Her son went upstairs to help her.,2,0,teens,male,singapore,en,,7,True,False,common_voice_en_20860952.mp3,assignment upstairs to help her,0.6234339475631714
He became known as Don Luis.,2,0,twenties,male,singapore,en,,6,True,False,common_voice_en_18722156.mp3,,0.0
"Appalled, Martin refuses Sonia access to Rebecca.",2,0,thirties,male,singapore,en,,7,True,False,common_voice_en_19605243.mp3,Apollo Martin refuses Sonia access to Rebecca,0.8564658761024475
Leave it all to me.,2,0,teens,male,singapore,en,,5,True,False,common_voice_en_20858215.mp3,Leave It All To Me,0.9462558031082153
"The gold can be tinted yellow, white and rose color.",2,1,teens,male,singapore,en,,10,True,False,common_voice_en_20858222.mp3,the goal can be tinted yellow white and rose color,0.9249122738838196
Robinson won six Canadian national titles.,2,0,teens,male,singapore,en,,6,True,False,common_voice_en_20860092.mp3,Robinson 16 Canadian national titles,0.9219524264335632
"Like Don Andrews, he was originally a member of the Western Guard Party.",2,0,teens,male,singapore,en,,13,True,False,common_voice_en_19020925.mp3,like Dawn Andrews he was originally a member of the western got party,0.924327552318573
Rosanna's main arterial roads are Lower Plenty Road and Rosanna Road.,2,0,teens,male,singapore,en,,11,True,False,common_voice_en_20860887.mp3,Roseanna's mean arterial roads are North empty road and Rosanna Road,0.806570291519165
It has had a mixed reception compared to his other works.,2,0,teens,male,singapore,en,,11,True,False,common_voice_en_20791694.mp3,it has had a mixed reception compared to his other books,0.9616886377334595
"The city's major industries include textiles, paper-making, fine chemicals, machinery, steel and forestry products.",2,0,teens,male,singapore,en,,14,True,False,common_voice_en_20858452.mp3,the city's major industries in textiles people making Fine Chemicals Machinery steel and forestry Products,0.9026576280593872
What is it all about?,2,0,twenties,male,singapore,en,,5,True,False,common_voice_en_17340854.mp3,what is it all about,0.9838773608207703
"Huarte stressed ""somatic determinants of behavior"" which originate in the brain.",2,0,twenties,male,singapore,en,,11,True,False,common_voice_en_18722199.mp3,stress somatic terminals of behavior in the brain,0.8452552556991577
"Only the cymbal player, Nakamura, whose lunch Tomoko ate, is unaffected.",2,0,teens,male,singapore,en,,11,True,False,common_voice_en_20860165.mp3,only the symbol player Nakamura,0.9217187166213989
Think for yourself.,2,0,twenties,male,singapore,en,,3,True,False,common_voice_en_18785369.mp3,think for yourself,0.9372594952583313
Release of this set is now delayed indefinitely.,2,0,teens,male,singapore,en,,8,True,False,common_voice_en_20866764.mp3,release of this set is now delayed indefinitely,0.9360365271568298
It is an affiliate of Daystar.,2,0,teens,male,singapore,en,,6,True,False,common_voice_en_21117551.mp3,Nepali rupees.,0.4241142272949219
What can I do for you?,2,0,teens,male,singapore,en,,6,True,False,common_voice_en_17248765.mp3,what can I do for you,0.9876289963722229
A class action suit was filed against China Airlines and Airbus Industrie for compensation.,2,0,twenties,male,singapore,en,,14,True,False,common_voice_en_18785362.mp3,class action suit against China Airlines Airbus industrie for compensation,0.9301988482475281
The town's source of electricity is the nearby Sor Hydroelectric Station.,2,0,teens,male,singapore,en,,11,True,False,common_voice_en_21783502.mp3,bounce off of electricity is the nearby soul hydroelectric station,0.741833508014679
I don't think there'll be any more.,3,0,thirties,male,singapore,en,,7,True,False,common_voice_en_19196425.mp3,I don't think there'll be any more,0.961870551109314
"The riding was named after the small town of Pakan, Alberta.",2,0,teens,male,singapore,en,,11,True,False,common_voice_en_20858426.mp3,the writing was named after the small town of Alberta,0.9050565958023071
Second unit director can be a stepping stone for aspiring directors to gain experience.,2,0,teens,male,singapore,en,,14,True,False,common_voice_en_20860913.mp3,second unit director can be a stepping stone for aspiring directors to gain experience,0.8819728493690491
Bernard Cornwell's fictional character Richard Sharpe was named after him.,2,0,twenties,male,singapore,en,,10,True,False,common_voice_en_18722195.mp3,Cornwell's fictional character Richard Sharp,0.7823346257209778
Napoleon was concerned about Russia's intentions in the strategically vital Bosporus and Dardanelles straits.,2,1,teens,male,singapore,en,,14,True,False,common_voice_en_20859856.mp3,Napoleon was concerned about Russia's intentions in the Strategic streets,0.9035474061965942
"""Never to come on a green twig;"" not to get on in the world.",2,0,twenties,male,singapore,en,,14,True,False,common_voice_en_17393010.mp3,navigate to Coffman a green twig not to get on in the world,0.9093290567398071
He received the Blue Water Medal for his victory.,2,0,teens,male,singapore,en,,9,True,False,common_voice_en_20879079.mp3,repeat the Blue Water Metal Place victory,0.6903538107872009
Trenches were dug across the surrounding area to prevent an airborne attack.,2,0,teens,male,singapore,en,,12,True,False,common_voice_en_20860082.mp3,princess with dog across the surrounding area to prevent an Airborne attack,0.9620290398597717
"Similarly, pop art was both an extension and a repudiation of Dadaism.",2,1,teens,male,singapore,en,,12,True,False,common_voice_en_20866797.mp3,lollipop has been an extension and a repudiation dadaism,0.7843452095985413
He was on the mound when the final out was recorded.,2,0,twenties,male,singapore,en,,11,True,False,common_voice_en_23841252.mp3,,0.0
The couple also spent significant amounts of time in Geneva and Paris.,3,0,twenties,male,singapore,en,,12,True,False,common_voice_en_18923785.mp3,spend significant amounts of time in Geneva and Paris,0.8355007171630859
His abstract paintings are a mixture of acrylics and pen drawings.,2,0,twenties,male,singapore,en,,11,True,False,common_voice_en_21947113.mp3,,0.0
I was glad to hear this.,2,0,twenties,male,singapore,en,,6,True,False,common_voice_en_18515918.mp3,I was glad to hear this,0.9869814515113831
"The Reliant Robin aimed to provide economical, predictable personal transportation.",2,0,twenties,male,singapore,en,,10,True,False,common_voice_en_18785402.mp3,,0.0
The greater reactivity of chlorate is typical – perchlorates are kinetically poorer oxidants.,2,1,twenties,male,singapore,en,,13,True,False,common_voice_en_18722346.mp3,,0.0
A single fief will generally contain a variety of these weapons among its members.,2,1,thirties,male,singapore,en,,14,True,False,common_voice_en_19118514.mp3,a single Thief will generally contain a variety of these weapons among its members,0.9260164499282837
Vicary was unable to ever reproduce the results of his experiments.,2,1,teens,male,singapore,en,,11,True,False,common_voice_en_20879076.mp3,the greatest animal to ever reproduce the results of his experiments,0.9007248282432556
‘How did I do it?’ he inquired.,2,0,twenties,female,singapore,en,,7,True,False,common_voice_en_20034680.mp3,how did I do it,0.9797417521476746
One of the most significant differences was the coordinate system.,2,0,twenties,male,singapore,en,,10,True,False,common_voice_en_21946936.mp3,brand new Camaro significance,0.5325543880462646
The rooftop was tiled with ceramic and terracotta tiles.,2,0,teens,male,singapore,en,,9,True,False,common_voice_en_21783510.mp3,the rooftop was taught with ceramic and terracotta tiles,0.7975596785545349
Can't say I mind either way.,2,0,twenties,male,singapore,en,,6,True,False,common_voice_en_18515921.mp3,can't say I mind by the way,0.7140140533447266
It is the property of sound that most determines pitch.,2,0,teens,male,singapore,en,,10,True,False,common_voice_en_20791688.mp3,it is the property of sound that most determines pitch,0.9751446843147278
"However, it is served from a Lower Austrian mail distribution centre.",2,0,teens,male,singapore,en,,11,True,False,common_voice_en_19020932.mp3,however it is so formal Australian mail distribution center,0.7403714656829834
And so it proved.,2,0,teens,male,singapore,en,,4,True,False,common_voice_en_13714927.mp3,and so it proved,0.931114673614502
Guests can use a full practice range and separate short-game facility.,2,0,teens,male,singapore,en,,11,True,False,common_voice_en_20894843.mp3,guests can use a full practice range and separate short game facility,0.9289551377296448
"No one spoke, everyone shouted.",2,0,teens,male,singapore,en,,5,True,False,common_voice_en_20860018.mp3,no one spoke everyone shelter,0.9539925456047058
The third Dalai Lama studied at Drepung Monastery and became its abbot.,2,0,teens,male,singapore,en,,12,True,False,common_voice_en_20876202.mp3,set the alarm a study that Japan Ministry and became its habit,0.5425086617469788
Each class is composed of multiple divisions and then sections.,2,0,twenties,male,singapore,en,,10,True,False,common_voice_en_18722308.mp3,,0.0
Have you prepared for tomorrow's Geography quiz?,2,0,twenties,male,singapore,en,,7,True,False,common_voice_en_17345928.mp3,have you prepared for tomorrow's geography quiz,0.9584460854530334
Where is my dress?,2,0,,,singapore,en,,4,True,False,common_voice_en_17284354.mp3,where is my dress,0.7371711134910583
Often called 'Sanna' in Sweden.,2,0,teens,male,singapore,en,,5,True,False,common_voice_en_20879368.mp3,Hopton Court Saga in Sweden,0.7614716291427612
"""You're a good lad, you know?"" he told his son with stern eyes.",2,0,twenties,male,singapore,en,,13,True,False,common_voice_en_17345216.mp3,you're a good lad you know he caught his son with sun eyes,0.7973302006721497
Openness can be said to be the opposite of secrecy.,2,0,teens,male,singapore,en,,10,True,False,common_voice_en_20858459.mp3,open this can be set to be the opposite of secrecy,0.8438286185264587
The lawyer looks down over the hand-rail.,2,1,twenties,male,singapore,en,,7,True,False,common_voice_en_21947187.mp3,the light of town with a Henry o,0.8079309463500977
Final mixing was performed at Crystal Sound.,2,0,teens,male,singapore,en,,7,True,False,common_voice_en_21275141.mp3,final mixing was performed at Crystal sound,0.8647333383560181
It has tourist attractions like spas.,2,0,teens,male,singapore,en,,6,True,False,common_voice_en_20858394.mp3,yes tourist attractions tax pass,0.8374021649360657
One soldier was killed in action due to a roadside bomb in Iraq.,2,1,teens,male,singapore,en,,13,True,False,common_voice_en_20877985.mp3,one soldier was killed in action due to a roadside bomb in Iraq,0.9524227380752563
"He also served as director of the ""Portage Women's Shelter"".",2,0,teens,male,singapore,en,,10,True,False,common_voice_en_21117655.mp3,what's up and director of the Portage women's shelter,0.8997699022293091
Daphne is surprised to see Ethan at the competition.,2,0,teens,male,singapore,en,,9,True,False,common_voice_en_21303369.mp3,Daphne surprised to see Ethan at competition,0.7750177383422852
"It is about forty kilometres east of Prince Albert, Saskatchewan.",2,0,twenties,male,singapore,en,,10,True,False,common_voice_en_18722151.mp3,it is about 40 kilometres east of Prince Albert Saskatchewan,0.924191951751709
"Me too, so I try to get plenty wherever I go.",2,0,twenties,male,singapore,en,,11,True,False,common_voice_en_17393105.mp3,me too so I tried to get plenty Wherever I Go,0.8195817470550537
"Right, well let's poke around his lab a little.",2,1,twenties,male,singapore,en,,9,True,False,common_voice_en_17345195.mp3,right well let's poke around his lab a little,0.7899487614631653
She retracted her statement.,2,1,teens,male,singapore,en,,4,True,False,common_voice_en_13714926.mp3,he retracted his statement,0.9043068885803223
"This process is known as ""electron-hole pair generation"".",2,0,teens,male,singapore,en,,8,True,False,common_voice_en_20858496.mp3,this process is known as electron hole pair generation,0.8536673784255981
"Even with night-vision goggles, no target was in sight.",2,0,twenties,male,singapore,en,,9,True,False,common_voice_en_18515929.mp3,even with night vision goggles no target was inside,0.9363290071487427
The center is on land that had been occupied by a surface parking lot.,2,1,teens,male,singapore,en,,14,True,False,common_voice_en_21275189.mp3,the center is online to have it occupied by a surface parking lot,0.8669357895851135
They were a small group that made their ideology very clear.,2,0,teens,male,singapore,en,,11,True,False,common_voice_en_21275211.mp3,they were small group that made their ideology very clear,0.8093144297599792
"Instead, it's a relic.",2,1,twenties,male,singapore,en,,4,True,False,common_voice_en_18722244.mp3,,0.0
"The company was acquired by the Cummins Engine Company of Columbus, Indiana.",2,1,teens,male,singapore,en,,12,True,False,common_voice_en_20860125.mp3,the company was acquired by the Cummins engine company of Columbus Indiana,0.9460732936859131
Their root zones are superb micro-sites for bacterial communities.,2,0,twenties,male,singapore,en,,9,True,False,common_voice_en_18722264.mp3,the root zones of the rechabites,0.8730050921440125
Did you know that Mohammad was so good at tennis?,2,0,twenties,male,singapore,en,,10,True,False,common_voice_en_17392960.mp3,did you know that Muhammad was so good at tennis,0.9556341171264648
It is located near the source of the Wapsipinicon River.,2,0,twenties,male,singapore,en,,10,True,False,common_voice_en_20674594.mp3,it is located near the source of the Wapsipinicon River,0.9859398603439331
More friendly relations were established as the road construction increased.,2,0,teens,male,singapore,en,,10,True,False,common_voice_en_20894842.mp3,most friendly relations were established is the road construction increased,0.8884065747261047
Vonnegut's Terry Kitchen was a talented member of the Abstract Expressionist movement.,2,1,twenties,male,singapore,en,,12,True,False,common_voice_en_18722414.mp3,barcodes,0.6121742725372314
"The Brighton main line is adjacent, but is not served by this station.",2,0,twenties,male,singapore,en,,13,True,False,common_voice_en_23841199.mp3,the Brighton main line is a Jason but it's not stuff by the station,0.753172755241394
The area of Skigersta near the shore is called 'Lachamore'.,2,0,teens,male,singapore,en,,10,True,False,common_voice_en_20879351.mp3,the area of skin just the nearest Shaws caught like a mall,0.6695466637611389
"No offense, but your agility leaves a lot to be desired.",2,1,twenties,male,singapore,en,,11,True,False,common_voice_en_17393000.mp3,no offense but your agility leaves a lot to be desired,0.9838364124298096
Are children more creative than adults?,2,0,twenties,male,singapore,en,,6,True,False,common_voice_en_17392983.mp3,are children more creative than adults,0.9674271941184998
He was replaced by Katie Hopkins.,2,0,teens,male,singapore,en,,6,True,False,common_voice_en_20861068.mp3,you must have faced by Katie Hopkins,0.9105741381645203
The color of hematite lends itself to use as a pigment.,2,0,twenties,male,singapore,en,,11,True,False,common_voice_en_18785348.mp3,the color of Hamilton's lends itself to use as a pigment,0.9221538305282593
"Stewart was married four times, most notably to Margaret Hockridge.",2,0,teens,male,singapore,en,,10,True,False,common_voice_en_21783501.mp3,Gilbert was married four times most notably to Margaret Hawk Ridge,0.8464171886444092
"""I don't understand Shakespeare's sonnets at all, but I follow his tragedies,"" he said.",2,0,teens,male,singapore,en,,14,True,False,common_voice_en_20860155.mp3,I don't understand Shakespeare sonnets all by followers tragedies he said,0.899049699306488
"A wink is as good as a nod, to a blind man.",2,0,teens,male,singapore,en,,12,True,False,common_voice_en_17250776.mp3,a wink is as good as a nod to a blind man,0.9862464070320129
"Remember to take your full course of antibiotics, stopping early is dangerous for your health.",2,0,teens,male,singapore,en,,15,True,False,common_voice_en_17250766.mp3,remember to take your food course of antibiotics stopping at least dangerous for your health,0.9511745572090149
I'm afraid it is important.,2,0,teens,male,singapore,en,,5,True,False,common_voice_en_107220.mp3,I'm afraid it is important,0.9567041397094727
Your crew will do the mop up job.,2,0,teens,male,singapore,en,,8,True,False,common_voice_en_114764.mp3,your crew will do the mop up jump,0.7696513533592224
He gave the door handle an apologetic rattle.,2,0,twenties,male,singapore,en,,8,True,False,common_voice_en_18515920.mp3,he gives it to a handle Unapologetic rattle,0.8904300928115845
"To my satisfaction, I have been mentioned in the credits for my proficiency.",2,0,,,singapore,en,,13,True,False,common_voice_en_17284345.mp3,to my satisfaction I have been mentioned in the credits for my proficiency,0.9664888978004456
Simon was born in Stockholm to an American father and a Norwegian mother.,2,1,teens,male,singapore,en,,13,True,False,common_voice_en_20876387.mp3,Simon was going to still come to an American father and a Norwegian mother,0.8672014474868774
The following month Packer unexpectedly resigned from the board.,2,0,thirties,male,singapore,en,,9,True,False,common_voice_en_18844125.mp3,the following month Packer unexpectedly resigned from the board,0.9225265979766846
"She together with Yan, go live in an orphanage since Yan was running it.",2,0,teens,male,singapore,en,,14,True,False,common_voice_en_21117392.mp3,Cheetah Girl baby I don't live in an orphanage since yet,0.743302583694458
"Gibson has resided with his family in Summit, New Jersey.",2,0,teens,male,singapore,en,,10,True,False,common_voice_en_20860231.mp3,Gibson has resided with his family in Summit New Jersey,0.9773642420768738
