sentence,transcript,wer,levenshtein,ser
when you hear the bell come quickly,when you hear the bell come quickly,0.0,0,0
they may be read as texts in a variety of ways,they may be read as texts in a variety of ways,0.0,0,0
his brother marc is also a former professional footballer,his brother mark is also a former professional footballer,0.1111111111111111,1,1
the genus name is derived from ancient greek melas black and netta duck,the genus name is derived from ancient greek medalis black and netta duck,0.07692307692307693,3,1
aluminium hydroxide is sometimes mistakenly called alum which properly refers to aluminium potassium sulfate,alimony and hydroxide is sometimes mistakenly called alum which properly refers to aluminum potassium sulfate,0.21428571428571427,8,1
this is the expected or preferred direction of the angular random variables,this is the expected or preferred direction of the angular random variables,0.0,0,0
that guy over there likes to drink a lot talk a lot but do nothing,that guy over there likes to drink a lot talk a lot but do nothing,0.0,0,0
no ground effect train has entered regular commercial service,no ground effect train has entered regular commercial service,0.0,0,0
after the election a coalition government was formed by the conservative and liberal members,after the election a coalition government was formed by the conservative and liberal members,0.0,0,0
the osmosis between art and life is amazing,the osmosis between art and life is amazing,0.0,0,0
saint georges college was founded by the josephites as a boys boarding school,st georges college was founded by the joseph fights as a boys boarding school,0.23076923076923078,8,1
the park is located in the pilbara region and is mostly tropical semiarid climate,mm the park is located in the pilbara region and is mostly tropical semi arid climate,0.21428571428571427,4,1
her hair flowed down her back,her hair flowed down her back,0.0,0,0
they live in ockley in south surrey,they live in oxley in south surrey,0.14285714285714285,2,1
virgil earp took hollidays walking stick,virgil herb took holidays walking stick,0.3333333333333333,4,1
he continues every place i have tried it it grows with no work,he continues every place i have tried it it grows with no work,0.0,0,0
while earning his degree in physical education bugel was an allconference guard and linebacker,while earning his degree in physical education bugle was an all conference garden linebacker,0.2857142857142857,7,1
lobeck was born at naumburg in the electorate of saxony,the beck was born at nuremberg in the electorate of saxony,0.3,8,1
this reflects a prevailing tension between legal unilateralism and multilateralism,this reflects a prevailing tension between legal unilateralism and multilateralism,0.0,0,0
the insight was critical in developing the modern science of solid mechanics,the insight was critical in developing the modern science of solid mechanics,0.0,0,0
miss darcys praise occupied the chief of it,mr darcys praise occupied the chief of it,0.125,3,1
there are several camping locations throughout litchfield,there are several camping locations throughout leach field,0.2857142857142857,3,1
for that reason many marquetarians have switched to fret or scroll saw techniques,for that reason many market terrians have switched to fret or scroll saw techniques,0.15384615384615385,6,1
india blue are the current champions,india blue of the current champions,0.16666666666666666,3,1
let me know by the thirteenth,let me know by the 13th,0.16666666666666666,8,1
some operators manage these challenges by purchasing extra buses,some operators manage these challenges by purchasing extra buses,0.0,0,0
the biological systems matrix includes enhancements for extended plant life and crop maturation,the biological systems matrix includes enhancements for extended plant life and cropped maceration,0.15384615384615385,5,1
for brandom beliefs pertain to concepts without the latter there can be no former,for brand um leaves pertain to concepts without the latter there can be no former,0.21428571428571427,6,1
one of these days is tomorrow,one of these days is tomorrow,0.0,0,0
two years later marie l wadley became the first president of the museum,two years later mary elle wobbly became the first president of the museum,0.23076923076923078,8,1
his father owen was executed as a traitor,his father owen was executed as a traitor,0.0,0,0
the mountain pass at the top of the canyon is known as parleys summit,the mountain pass at the top of the canyon is known as parleys summit,0.0,0,0
lucys a newspaper woman,lucy is a newspaper woman,0.5,2,1
high overhead a heron floated,high overhead a heaven 40,0.4,10,1
this pepperoni tastes off she said,this pepperoni tastes off she said,0.0,0,0
the engine will be sent via palletized delivery,the engine will be sent via politicized delivery,0.125,5,1
the fumes from the traffic was unbearable,the fumes from the traffic was unbearable,0.0,0,0
and eventually man will nourish your sands where the game will once again flourish,and eventually man will nourish your sons where the game will once again flourish,0.07142857142857142,2,1
the doctrinal basis contains what evangelicals perceive as the biblical foundations of christianity,the doctrinal basis contains what evangelicals perceived as the biblical foundations of christianity,0.07692307692307693,1,1
sylvia wrote performed and involved herself in various projects,sylvia wrote performed and involved herself in various projects,0.0,0,0
another muchadmired work of his was the campanile of the church of santo spirito,another much admired work of his was the campanile of the church of santo spirito,0.14285714285714285,1,1
although it was a commercial failure it inspired scientists and inventors around the world,although it was a commercial failure it inspired scientists and inventors around the world,0.0,0,0
welding also required fewer manhours in construction,welding also required fewer man hours in construction,0.2857142857142857,1,1
to err is human to forgive divine,to air is human to forgive divine,0.14285714285714285,2,1
despite the absence of a body goren strongly believes that valerie is dead,despite the absence of a body goran strongly believes that valerie is dead mhm,0.15384615384615385,5,1
thats what makes it romantic,thats what makes it romantic,0.0,0,0
court eunuchs could rise to positions of authority in the empire,court eunuchs could rise to positions of authority in the empire,0.0,0,0
did you ever walk into this office,did you ever walk into this office,0.0,0,0
tom whitlock was born and raised in springfield missouri,john wick locke was born and raised in springfield missouri,0.3333333333333333,8,1
the text of his speech at ferris hills can be found here,the text of his speech at ferris hills can be found here,0.0,0,0
and in this case we were wrong,and in this case we were wrong,0.0,0,0
these are not camels,these are not camels,0.0,0,0
much ado about nothing,much ado about nothing,0.0,0,0
he slipped on the stairs,mhm he slipped on the stairs,0.2,4,1
if a person is living out his destiny he knows everything he needs to know,if a person is living ours destiny he knows everything he needs to know,0.13333333333333333,4,1
ive seen guys like you go under before,ive seen guys like you go under before,0.0,0,0
at first they were considered stegosaurus exemplars,at first they were considered stegosaurus exemplars,0.0,0,0
the game contains many references to the bible,the game contains many reference to the bible,0.125,1,1
dont be a fool,dont be a fool,0.0,0,0
prospect hills science offerings include physics,prospect shoes signs offerings include music,0.5,12,1
they have all four properties described above,they have all fall properties described as a boss,0.5714285714285714,9,1
youve got just ten minutes,jill scott just 10 minutes,0.6,11,1
it was cancelled early in its second season,it was canceled early in the second season,0.25,4,1
no you cannot have that lollipop,no you cannot to have that lollipop,0.16666666666666666,3,1
you have plenty of courage i am sure answered oz,you have plenty of courage im sure im through results,0.5,18,1
it has been so long since i have seen you,it has been so long since i have seen you,0.0,0,0
the team colours are blue white and black,the team colors of blue white and black,0.25,4,1
he saw the cabs waiting the people passing,you saw the cats mating the people passing,0.375,6,1
this could be used as a protection when a tribune needed to arrest someone,this could be used as a protection when a tribune needed to arrest someone,0.0,0,0
complaints eventually became loud enough that they decided something had to be done,im glad you went 48 between law that something had to be done,0.6153846153846154,42,1
at the moment it doesnt provide a weekend news service,at the moment it doesnt provide a week and new service,0.3,3,1
dont worry about me,dont worry about me,0.0,0,0
they ask for approval without examination of the reason,they ask for approval without examination of the reason,0.0,0,0
goats always have a better view,goats always have a bath of,0.3333333333333333,8,1
he left service with the rank of commander,aleph service with the rank of commander,0.25,5,1
writing credits and songs lengths are in accord with albums inner notes,writing credits and songs length in a code with album,0.5833333333333334,21,1
it is one of seven state roads that travel through the city of chicago,and this is one of seven state rose that travel through the city of chicago,0.21428571428571427,10,1
a conservative,a conservative,0.0,0,0
the organization was originally known as the commandants warfighting laboratory,the organization is orange ali known as stew dons for fighting laboratory,0.7,22,1
i havent played around with that yet but id love to hear if you have in the comments,i havent played around with that yet but id love to hear if you have in the comments,0.0,0,0
also when you play it live it just kind of gets boring,oh so when you play your life it just kind of gets boring,0.3333333333333333,8,1
it is long and graded very difficult,it is long on the credit wire difficult,0.5714285714285714,12,1
william was naturally driven by this to oppose king henry,medium what network do you mean by a holstein hurry,1.0,36,1
where did you say this man worked,where did you say this man work,0.14285714285714285,2,1
his term as premier is regarded by historians as a failure,is time as camera is recorded by historian as a failure,0.45454545454545453,12,1
man proposes god disposes,man proposes god disposes,0.0,0,0
how could you even think that,how could you even think that,0.0,0,0
they have a black tail with white outer feathers,i have a black tail with white salt or feathers,0.3333333333333333,9,1
what do you think,what do you think,0.0,0,0
harrison has since made periodic appearances on a recurring capacity,harrison has been made periodic appearances on a recurring capacity,0.1,5,1
the hottest month is july and the coldest is february,the hottest month is july in the coldest its ever marry,0.4,9,1
operating an engine in this area is known as redlining,operating the engine in this area is known as redlining,0.1,3,1
while the cats away the mice play,while the cats away the mice play,0.0,0,0
the man looked up from his book and noticing nothing newsworthy returned his gaze to the page and continued reading,the man looked up from his book and noticing nothing newsworthy return his gaze to the page and continue reading,0.1,3,1
lets go to something,go to something,0.25,5,1
do as i say not as i do,doasisaynotasido,1.0,7,1
i need ten dollars,dollars,0.75,11,1
the nearest airfield is bluefields airport,the nearest airfield airport,0.3333333333333333,14,1
to take a drop too much,take a drop too much,0.16666666666666666,3,1
thats got nothing to do with it,thats got nothing to do with it,0.0,0,0
it can be relieved by moving stock into shade,it can be relieved by moving stock into shade,0.0,0,0
the album was inspired by his divorce from his exwife,the album was inspired by his divorce from his exwife,0.0,0,0
they are not oppressed to the stem,do you know of crest to the scene,0.8571428571428571,18,1
the kagawong river consists of two parts,the caca one week bro consists of two parts,0.5714285714285714,11,1
the connecticut wits eventually followed their interests in divergent directions,interested,1.0,70,1
such individuals may be detained indefinitely in ankang centres,such individuals may be detained indefinitely in on town centers,0.3333333333333333,8,1
least heatmoon has osage and europeanamerican ancestry,least heatmoon sausage and european american ancestry,0.5714285714285714,5,1
the industries most commonly affected are banking manufacturing and government,the industrys most commonly affected a banking manufacturing  kaufman,0.4,15,1
the pirates seized the crew of the lost ship,papyrus sees the crew of battleship,0.6666666666666666,19,1
my hamster turned my homework into bedding,my hamster turned my homework into bedding,0.0,0,0
he mashed in the controller buttons hoping for some extra speed,he mastered in the controller buttons hoping for some extra speed,0.09090909090909091,3,1
theyre on their way,theyre on their way,0.0,0,0
the lure is used to catch trout and flounder,dolores used to catch trout and flounder,0.3333333333333333,7,1
rabbit remains unswayed and returns home,rabbit we may stand sway and returns home,0.6666666666666666,10,1
he affiliated himself with the free soil party and was later a republican,he affiliated himself with the freesoil party and was later a republican,0.15384615384615385,1,1
did you know that nikola was going to join us,did you know that nicola was going to join us,0.1,1,1
the swan dive was far short of perfect,swan dive was fall short of perfect,0.25,6,1
this however was his only attempt at formula one,this however what is only attempt at formula 1,0.3333333333333333,6,1
lowrate production would lead to typeclassification resulting in removing the x from its designation,lowwage potassium would lead to type of classification resulting in removing assassination,0.7142857142857143,30,1
the restoration also addressed decorative and environmental improvements to the building,every story should also attract decorative and environmental improvements to the buddha,0.45454545454545453,24,1
all songs written by peter buck mike mills and michael stipe unless otherwise indicated,all songs written by petersburg mike mills and microchips spit unless otherwise indicated,0.2857142857142857,12,1
the building has been designated by english heritage as a grade one listed building,the building has been decimated by english heritage s grade one listed building,0.21428571428571427,6,1
he played college football for the university of florida and earned allamerican honors,we played flag football for the university of florida,0.46153846153846156,36,1
the demand was scarce,pokemon will stay good,1.0,17,1
in the same year the united states army built a telegraph station,in the same year to united states army go to telegraph station,0.25,8,1
this is similar to what happens when humans breathe or drink through a straw,this is similar to what happens when humans we eat or drink through a straw,0.14285714285714285,5,1
historic mills were usually powered by water wind or horse power,historic news where you sweep out the pie waterway no house power,0.9090909090909091,29,1
every jack has his jill,happy jacks have kissed you,1.0,15,1
she began her career as an economist at the world bank,she began her career as i ignore mist as a ward back,0.6363636363636364,15,1
he first gained notice as an assistant district attorney in philadelphia,he first gained notice as an assistant district attorney in philadelphia,0.0,0,0
many retain their original window stickers,98 original window sticker,0.6666666666666666,18,1
the medal was worn on the upper right side of the chest,the matawan on the upper right side of the chest,0.25,9,1
almost nothing is known about its characteristics,almost nothing is known about his characteristics,0.14285714285714285,2,1
it shall be done,it shall be done,0.0,0,0
but im liable to get into a jam,but im liable to get into a jam,0.0,0,0
a later letter informs watanabe that naoko has killed herself,olathe that sells informs waterbed that now go has killed herself,0.6,20,1
it is owned by concord bicycle music,it is owned by concord bicycle music,0.0,0,0
i have a headache and a sore throat,i have a headache and a sore throat,0.0,0,0
regional municipalities are found only in southern ontario,legion of municipalities are only found in southern ontario,0.5,12,1
in a cinematic ropedown maneuver the special forces overwhelmed the criminals,anna cinematic rubdown maneuver the special forces overwhelmed the criminals,0.2727272727272727,5,1
the game is set in the world of vikings and norse mythology,the game is set in the world of vikings in north mythology,0.16666666666666666,4,1
six days later the station reopened with a temporary building,6 days later the station reopened a temporary building,0.2,8,1
the greater number of strings offers almost endless possibilities,the greater number of strings offers almost endless possibilities,0.0,0,0
saint moling founded a monastery on the river barrow,thank you morning found a monastery on the reefer power,0.6666666666666666,21,1
two seasons later a secondplaced finish saw them promoted back to the premier division,two seasons later a secondplace finish sergeant promoted back to the premier division,0.21428571428571427,8,1
the pistons traded hill to orlando for chucky atkins and ben wallace,the pistons traded hill to orlando for chucky atkins and ben wallace,0.0,0,0
morris was born in radcliffe lancashire,morris was born in radcliffe lancashire,0.0,0,0
it is the only major aroad in australia that is partially unsealed,what is the only measure a road in australia,0.6666666666666666,35,1
the public market is in the area,the public market is in the area,0.0,0,0
as a result conventional military strategies often demand possession of high ground,as a result conventional military strategies of the demonic possession of high ground,0.25,6,1
a number of people have hailed from nyeri county,a number of people of held from niagara county,0.3333333333333333,12,1
it can loosely be defined as the inverse of the reaction rate,you can do cpt find a nasty in purse of the reaction rate,0.6666666666666666,24,1
once you get familiar with it you will want to use it for everything,whats get familiar with that you will want to use it for everything,0.21428571428571427,11,1
im always up before the sun has risen,im always up before the sun has blighted,0.125,6,1
organisms typically cannot metabolize all types of carbohydrate to yield energy,organisms typically cannot metabolize all types of carbohydrate to you energy,0.09090909090909091,4,1
the pods of peas ferment in bare fields,apostle of peace furman in fairfield,0.75,18,1
grasp no more than thy hand will hold,cross no more than die hand with her,0.5,11,1
we must therefore conclude that he had no such pretensions,we must therefore conclude that he had no such pretensions,0.0,0,0
it has also been asserted that this questions the peer review process,it has also demonstrated that this question is the peerreview process,0.5,11,1
you wouldnt mind living in the nicest house in town,it wouldnt mind living in the nicest house in charmed,0.2,10,1
before he gets through tonight hell ruin us all,before he gets through tonight he will ruin us all,0.2222222222222222,3,1
not just that i have a feeling ill be helping you track down your wayward researcher as well,ill just that i have a feeling ill be helping you track down your wayward researcher as well,0.05555555555555555,3,1
all cats are grey in the dark,all cats are grey in the dark,0.0,0,0
nowadays there are hydroelectric power stations in use,nowadays there are hydroelectric power stations in use,0.0,0,0
sarah told him that she was there to see her brother,sarah told him that she was there to see her brother,0.0,0,0
the ocklawaha hotel catered to the wealthy,okinawa hotel located to the ralphie,0.5714285714285714,18,1
his greatgranddaughter margaret biddle married thomas biddle of the biddle family of philadelphia,his greatgranddaughter margaret biddle married settle the little family of philadelphia,0.3076923076923077,16,1
doctor we have a medical emergency and we need you at the emergency room now,doctor we have a medical emergency and we need you at the emergency room now,0.0,0,0
these sausages are extremely tasty,these sausages are extremely tasty,0.0,0,0
and im going to build things,and im going to view things,0.16666666666666666,4,1
i started my family from scratch again he said,i started my family from scratch together is that,0.3333333333333333,13,1
the little girl wanted to have a balloon but was too shy to ask,a little girl wanted to have a balloon that was too shy to ask,0.14285714285714285,6,1
i am supposed to be here,im supposed to be here,0.3333333333333333,2,1
home is where the heart is,home is where the heart is,0.0,0,0
the site is owned by the chronicle of higher education,the site is owned by the conoco of higher education,0.1,5,1
although she is beautiful she would rather be with the horses than with men,although she is beautiful she would rather be with the horses than with man,0.07142857142857142,1,1
if there is evidence of failure to disclose yes we have a problem,your pet is evidence of failure to disclose yes we have a problem,0.15384615384615385,8,1
the sign is normally pronounced plus or minus,the sign is nomination ounce plus or minus,0.25,10,1
meanwhile win chadha also died,meanwhile venture data also died,0.4,9,1
where is my dress,where is my dress,0.0,0,0
benjamin was snacking on strips of bacon,benjamin was not even strips of bacon,0.2857142857142857,9,1
the quakers have a meeting house on the lower churchtown road,wake up have a meeting house only nova chat download,0.6363636363636364,24,1
musically we were going to meet each other half way,basically were going to need each other,0.5,16,1
surveys are just like a platform where good and bad estimations are mingled together,surveys are just like a platform there good and bad estimations are mingled together,0.07142857142857142,1,1
emory has numerous club sports and a variety of recreational and competitive intramural teams,amare has you miss club sports and variety of recreational and competitive intramural team,0.35714285714285715,13,1
a colour version of the music video was later made available,color version of the music video,0.5454545454545454,28,1
emmas going away immediately after tea might give offence,do you mind going every immediately after tea might give offense,0.5555555555555556,15,1
valentine sits on the boards of several organisations in the united kingdom,196 on the boards of several organizations in the united kingdom,0.25,15,1
she spent almost all night finishing her thesis,she spent almost all night finishing her thesis,0.0,0,0
gold and silversmiths as well as copper engraving and lithography flourished,gold and silver snakes as well as copper and gravy and a florist,0.5454545454545454,25,1
claudius returned to rome after the battle to attend to affairs of state,claudius return to rome after the battle to attend to affairs of state,0.07692307692307693,2,1
hes a regular and hes connected but then i expect you knew that much already,hes a regular and is connected but then i expect you knew that much already,0.06666666666666667,2,1
his career spanned more than fifty years,his career spanned more than 50 years,0.14285714285714285,5,1
it was seen early in the morning rushing over eastward,april scene early in the morning rushing over eastwood,0.4,10,1
the amazons were attributed to the circassians via the root maze,amazons were attributed the suggestions via the root maze,0.2727272727272727,14,1
shining force also possesses an exploration mode that occurs outside of battle,shining soul in exploration mode,0.75,49,1
they are part of the sawa ethnic groups those who live on the coast,did our part of the sabah ethnic groups those who live on the coast,0.21428571428571427,9,1
it is the biggest telescope in the world,is the biggest telescope in the world,0.125,3,1
you can pay with both escudos and euros,open carry laws in new york,1.0,30,1
in one match the gentlemen had eighteen and in two more seventeen,in one match the gentleman had 18 and into more 17,0.4166666666666667,20,1
the newspapers demanded democracy,the newspapers demanded democracy,0.0,0,0
were going to paris for our honeymoon,were going to paris for our honeymoon,0.0,0,0
the more you read the better you will be understood,the more you read the battery will be understood,0.2,4,1
a walking path surrounds the whole complex,are walking parks around stonewall complex,0.7142857142857143,15,1
most people using the term exponentially dont know what it actually means,most people using the thumb exfoliant really dont know what actually means,0.3333333333333333,13,1
words are in my notsohumble opinion our most inexhaustible source of magic,red sore in my notsohumble opinion,0.6666666666666666,45,1
the couple had one son mario,the couple had one son mario,0.0,0,0
alcohol tobacco coffee and tea were prohibited as in many latter day saint denominations,alcohol tobacco coffee and tea were prohibited as in many latter day saint denominations,0.0,0,0
i know very well what youre talking about,i know very well what you talking about,0.125,2,1
such brilliant tactical success earned him a permanent place among koreas most famous leaders,such brilliant tactical stocks is around him a prominent place among koreas most famous leaders,0.2857142857142857,12,1
the engine gave about six horsepower,the engine gave about 6 horsepower,0.16666666666666666,3,1
chespirito owned the rights to el chavo and el chapulín colorado,despedido on the rights to el chavo and el chapulin colorado,0.2727272727272727,9,1
on basis of the report a global tender was floated,on basis of gender was floating,0.6,23,1
its e minor soprano solo is prefigured in weronikas final performance,c minor soprano solo is prefigured in veronicas final performance,0.2727272727272727,7,1
services are scant along this road,can we discuss cant along this route,0.8333333333333334,17,1
im going to medical school,im going to medical school,0.0,0,0
have you the key,have you the key,0.0,0,0
do you like fruit,do you like fruit,0.0,0,0
ignoring these orders the marines continued to resist,ignoring these orders americans continue to resist,0.375,9,1
ordering is approximate as there is considerable overlap,are there any is approximate as there is considerable overlap,0.375,9,1
when theres a loss of cabin pressure oxygen masks will automatically drop down,monday is a loss of cabin pressure oxygen masks will automatically drop down,0.15384615384615385,9,1
ignorance is bliss,ignorance is bliss,0.0,0,0
development of tametraline was soon stopped because of undesired stimulant effects observed in animals,text metrolina christian stopped because its undesired stimulant effect observed in animals,0.5,27,1
more doublelength legs were shown from seasons seven to ten fourteen,ball double length legs for sean from season 7 to 1014,0.8181818181818182,29,1
the chargers placed him on injured reserve after he had seasonending surgery,the charges placed him on injured reserve after he had seasonending surgery,0.08333333333333333,1,1
south lincolnshire enterprise agency was based there,call susan spier enterprise agency work,0.8571428571428571,28,1
the boy felt ill and terribly alone,the boy felt ill and terribly alone,0.0,0,0
he has a degree in law from the national autonomous university of mexico,he has a degree in law from the national autonomous university of mexico,0.0,0,0
sids girlchasing persona was fully reinstated for subsequent films,set girl chasing persona wars fully reinstated for subsequent slims,0.5555555555555556,8,1
after many years of failed promises investors began to feel disillusionment,after many years of failed promises investors began to feel disillusionment,0.0,0,0
elena will be late,elena will be late,0.0,0,0
at the time the grand mosque was being renovated by the saudi binladin group,at the time the grand mosque was being renovated by the saudi binladin group,0.0,0,0
in many cases it can be seen via gonioscopy,in many cases it can be seen by a bonus coffee,0.4444444444444444,11,1
within each ascocarp are several asci,within each task ill schedule the sky,0.8333333333333334,21,1
many financial institutions have regional offices located in downtown greenville,many financial institutions have regional offices located in downtown greenville,0.0,0,0
and a new contract goes with it,add a new contract goes with it,0.14285714285714285,1,1
the red flowers are attractive to hummingbirds and butterflies,the reptiles that are connected to hummingbirds and butterflies,0.3333333333333333,18,1
at the party mcpherson arrests laura for the murder of diane redfern,and the party not person laura for the murder of diane redford,0.3333333333333333,17,1
these measurements are used to define gravity anomalies,these measurements are used to define gravity,0.125,10,1
its members get no payment for expenses incurred and time spent at emergencies,its members get no payments for expenses incurred and time spent at emergencies,0.07692307692307693,1,1
but still it was a huge step forward for education in russia,but still it was a huge step forward for education in russia,0.0,0,0
the swiss nicknamed him the rock,the swiss nickname film,0.6666666666666666,12,1
via the saint francis river it is part of the mississippi river watershed,brad doesnt want to see what it is part of the mississippi river watershed,0.46153846153846156,22,1
syntopy is a special case of sympatry,into pieces special case of sympatric,0.5714285714285714,11,1
please be humble,please be humble,0.0,0,0
you can also buy single issues directly from mslexia and on their website,you can also buy single issues directly from alexia and on their website,0.07692307692307693,2,1
the oldest settlements in fairfax county were along the potomac river,the oldest settlements in fairfax county,0.45454545454545453,29,1
tennant was also in charge of the marlboro account and invented the marlboro man,and im going to also in charge of the accountant in mandarin,0.7857142857142857,43,1
however by turbo engines were becoming faster more reliable and easier to drive,i will buy you double engines were becoming faster more reliable and easy to drive,0.46153846153846156,18,1
disabled accessible rooms are available,disabled accessible rooms are available,0.0,0,0
a price was put on his head but he managed to escape to england,a price or sport on his head but he managed to escape to england,0.14285714285714285,6,1
samantha camerons family own the large yorkshire estate called sutton park,samantha camerons family owned a large yorkshire state call sutton park,0.36363636363636365,7,1
it is known for its large shipyard,it is known for its large shipyard,0.0,0,0
he was respected and admired as a model teacherscholar,he was respected and admired as model teachers color,0.3333333333333333,5,1
the nonresidential buildings are a kindergarten community hall and fire station,the nonresidential buildings are a kindergarten community hall and fire station,0.0,0,0
he also had a long tenure as the frontman of hard rock band talisman,he always had a long tenure as the frontman of hotdog band charlotte,0.2857142857142857,18,1
the team was mostly derided or ignored by the new york city media,the team was mostly delighted or ignored by the new york city media,0.07692307692307693,4,1
he won many awards during his career,he won many awards during his career,0.0,0,0
it was once the subject of rivalry between victorian gardeners in england,what is the subject of victorian england,0.5833333333333334,38,1
activists claim the pipeline through the baltic sea is leaking,at least clean the pipeline through the baltic sea is flaking,0.4,11,1
the first european settler in potton township was nicholas austin,the first european ships are in fulton township was nicholas osteen,0.4,14,1
the plan was cancelled due to a popular resistance headed by count louis sparre,the plan was canceled due to a popular resistance headed by county louis park,0.21428571428571427,5,1
he comes from an aristocratic family from the region of piedmont in italy,he comes from an aristocratic family from the region of piedmont in italy,0.0,0,0
the methodist publishing house,the methodist publishing house,0.0,0,0
but i believe shell turn out all right yet,but i believe she will turn out all right yet,0.2222222222222222,3,1
the division covers the vast northern outback of south australia,the decision to walk north and south australia,0.7,26,1
however i am dressed i shall still be sancho panza,however and rest i shall still be sancho panza,0.3,8,1
the owner of the dwelling was not amused,the owner of the dwelling was not amused,0.0,0,0
you could go for a brisk walk up constitution hill or something,you should go to a preschool constitution hill or something,0.4166666666666667,14,1
the chickasaw national recreation area preserves partially forested hills of southcentral oklahoma near sulphur,the chickasaw national recreation area preserve specially for restitution of south central oklahoma yourself over,0.5714285714285714,25,1
the unincorporated community of cherry is located within cherry township,the unincorporated community of cherry is located within cherry township,0.0,0,0
may i sit down,may i sit down,0.0,0,0
the dorsum is brown with a yellow streak on each side of the neck,the delsym is brown with a yellow streak on each side of the neck,0.07142857142857142,3,1
the name monona is of american indian origin,the name the moana is of american indian origin,0.25,6,1
fabian does not like pepper,fabian does not like pepper,0.0,0,0
what was she to do,what was she to do,0.0,0,0
can you tell me where it hurts,can you tell me what its hurts,0.2857142857142857,4,1
lettermore island is in two halves,livermore island is into house,0.6666666666666666,9,1
thirtytwo turkish tourists took a trip to a turkey farm,love you too talk to you tomorrow just took a trip to a jackie phone,1.0,37,1
he briefly considered relocating to montevideo or buenos aires,he briefly considered getting to montevideo,0.4444444444444444,21,1
their music combined funk rhythms and dissonant guitar riffs,combine fun greetings and listening guitar riffs,0.6666666666666666,25,1
she is one of the most awarded artist in history,,1.0,48,1
my hobby is genealogy or family history,my hobby is genealogy or family history,0.0,0,0
i think it came in a long red box,i didnt came in a long box,0.3333333333333333,10,1
as if i would talk on such a subject,as if i would talk on such a subject,0.0,0,0
once again the songwriter in her felt the need to produce and sing,the song,0.9230769230769231,58,1
he tried to persuade her with a rather artificial argument,tried to persuade her with the raza artificial argument,0.3,10,1
hey look a flying pig,i love the flying pig,0.6,8,1
jack was drafted to do his duty in korea for ten months,jack lester all set to do his duty in korea for 10 months,0.3333333333333333,13,1
no wonder this vanilla yogurt tastes disgusting its eatby date was last year,no wonder this funny thing is it by voice last year,0.6153846153846154,37,1
delete this file,delete this file,0.0,0,0
girard is served by the jaytongirard independent school district,jared is served by the jason garrett independent school district,0.3333333333333333,12,1
im going with clara to buy some pillows and bolsters,im going to the cairo to buy some pillows and bolsters,0.3,7,1
the band released two demos under this name,the band released under this name,0.25,10,1
for example in his first album freak out,for example in his first album freak out,0.0,0,0
i passed away and left them to it,he passed away and left them to it,0.125,2,1
nice genial jolly,janelle jolly,0.6666666666666666,9,1
the mines had been ran by the city council,the mines have been ran by the city council,0.1111111111111111,2,1
the boy shook his head,the boys,0.8,14,1
the cannibal was looking for another victim to appease his appetite,i was looking for another piece is apathy,0.6363636363636364,31,1
when the carpet and the curtains caught fire it was getting warm,when the cops caught fire it was getting warm,0.3333333333333333,20,1
one mans loss is another mans gain,wymans loss is another mans gain,0.2857142857142857,4,1
spring prairie was originally called franklin,prayer was originally kirk franklin,0.5,17,1
longtime white residents also tried to force the poor black residents out of town,longtime white president also try to force the four bread resident of of town,0.42857142857142855,14,1
the rings are plucked in a downward motion to produce tinkling sounds,the rings are plugged in a tonne what motion to produce tinkling sounds,0.25,9,1
many different classes of statistical tests have been considered in the literature,many different classes of statistical tests have been considered in the literature,0.0,0,0
florida had provided refuge for both planters and slaves during the american revolution,toyota had provided refuge for both panthers and slaves during the american revolution,0.15384615384615385,7,1
before becoming a playwright acito was a novelist and journalist,before becoming a playwright a cheeto was a novelist and journalist,0.2,4,1
he was not able to find the words for his feelings,,1.0,50,1
we need grain to keep our mules healthy,we need grain to keep our meals healthy,0.125,3,1
i wish to see her,i wish to see that,0.2,3,1
the name given in spain and portugal,the name given in spain and portugal,0.0,0,0
russells initial tests measured unnotched samples,russells initial tests measured unnoticed temples,0.3333333333333333,4,1
i want my garden to be filled with roses petunias and passion flowers,whats my guns n roses genius and fishing poles,0.7692307692307693,39,1
mosconi had two older sisters and two younger brothers,moscone two older sisters and two younger brothers,0.2222222222222222,5,1
the company is mostly known through its sherwinwilliams paints line,the company is mostly known through its sherwinwilliams paints line,0.0,0,0
ill catch a bus,ill catch a bus,0.0,0,0
this is the first use of a talk box by pink floyd,is this the first use of a talkbox by pink floyd,0.3333333333333333,5,1
many challenges involve falling into water or mud on failure,many challenge involves falling into water or mud on failure,0.2,2,1
a male will use soft squeak calls and taillashing to signal the female,email you use soft sweet called and tail action,0.7692307692307693,38,1
the increasingly urbanized kathmandu and pokhara valleys fall within the hill region,the increasingly urbanized kathmandu and pokhara valleys fall within the hill region,0.0,0,0
the cistern was malfunctioning,the cistern was malfunctioning,0.0,0,0
after world war one the yeshivah moved from slutsk to kletsk in belarus,after world war 1 to get siva moved from slot to kids in belarus,0.46153846153846156,17,1
because the crystal was dirty,because the crystal was dirty,0.0,0,0
being with him alone made her feel uncomfortable,being with him alone made her feel uncomfortable,0.0,0,0
days version was also issued as a single,what should i sing,1.0,29,1
it shouldnt be displayed on any book pages or should it,shouldnt be displayed on any bridges,0.5454545454545454,22,1
the store walls were lined with colored frocks,the star walls were lined with colored frogs,0.25,4,1
